domain,email,tier,tier_label
brightidea.com,data-privacy@brightidea.com,S4,Privacy / DPO / GDPR
brightmls.com,abuse@brightmls.com,S3,Abuse / trust / safety
brightmls.com,support@brightmls.com,S8,Support / help
browserless.io,security@browserless.io,S2,Security
browserless.io,abuse@browserless.io,S3,Abuse / trust / safety
browserless.io,support@browserless.io,S8,Support / help
buffer.com,security@buffer.com,S2,Security
buffer.com,abuse@buffer.com,S3,Abuse / trust / safety
buffer.com,hello@buffer.com,S9,Generic info / contact
buffer.com,privacy@buffer.com,S4,Privacy / DPO / GDPR
buffer.com,copyright@buffer.com,S5,Legal / compliance
buffer.com,legal@buffer.com,S5,Legal / compliance
buhochile.com,abuse@buhochile.com,S3,Abuse / trust / safety
builderhead.com,sami.kivensalo@builderhead.com,Sx-a,Real-person name
builders.studio,abuse@builders.studio,S3,Abuse / trust / safety
builders.studio,hello@builders.studio,S9,Generic info / contact
buildfire.com,support@buildfire.com,S8,Support / help
buildfire.com,legal@buildfire.com,S5,Legal / compliance
buildkite.com,security@buildkite.com,S2,Security
buildkite.com,abuse@buildkite.com,S3,Abuse / trust / safety
buildkite.com,trust@buildkite.com,S3,Abuse / trust / safety
buildkite.com,support@buildkite.com,S8
bytehide.com,abuse@bytehide.com,S3,Abuse / trust / safety
bzigo.com,support@bzigo.com,S8,Support / help
c3biz.com,abuse@c3biz.com,S3,Abuse / trust / safety
c3biz.com,info@c3biz.com,S9,Generic info / contact
cabsin.org.br,admin@cabsin.org.br,S7,Admin / postmaster
caffeine.ai,security@caffeine.ai,S2,Security
caisgroup.com,security@caisgroup.com,S2,Security
caisgroup.com,privacypolicy@caisgroup.com,S4,Privacy / DPO / GDPR
caisgroup.com,compliance@caisgroup.com,S5,Legal / compliance
caisgroup.com,ezahariev@caisgroup.com,Sx-b,Single-word local
caisgroup.com,skibble@caisgroup.com,Sx-b,Single-word local
caisgroup.com,sserron@caisgroup.com,Sx-b,Single-word local
cal.com,support@cal.com,S8,Support / help
cal.com,privacy@cal.com,S4,Privacy / DPO / GDPR
cal.com,dmca@cal.com,S5,Legal / compliance
cal.com,legal+eu@cal.com,S5,Legal / compliance
cal.com,legal@cal.com,S5,Legal / compliance
calendly.com,security@calendly.com,S2,Security
calendly.com,support@calendly.com,S8,Support / help
calendly.com,privacy@calendly.com,S4,Privacy / DPO / GDPR
calendly.com,legal@calendly.com,S5,Legal / compliance
calendly.com,eurep@calendly.com,Sx-b,Single-word local
calendly.com,ukrep@calendly.com,Sx-b,Single-word local
callpercy.com,abuse@callpercy.com,S3,Abuse / trust / safety
callpercy.com,info@callpercy.com,S9,Generic info / contact
campaignswell.com,abuse@campaignswell.com,S3,Abuse / trust / safety
campaignswell.com,support@campaignswell.com,S8,Support / help
campaignswell.com,info@campaignswell.com,S9,Generic info / contact
campcation.com,abuse@campcation.com,S3,Abuse / trust / safety
campcation.com,info@campcation.com,S9,Generic info / contact
campcation.com,karl@campcation.com,Sx-b,Single-word local
camsbiometrics.com,support@camsbiometrics.com,S8,Support / help
candid.org,security@candid.org,S2,Security
candid.org,helpdesk@candid.org,S8,Support / help
candid.org,support@candid.org,S8,Support / help
canva.cn,info@canva.cn,S9
capmission.ma,info@capmission.ma,S9
capsule.video,security@capsule.video,S2,Security
capsule.video,abuse@capsule.video,S3,Abuse / trust / safety
capsule.video,legal@capsule.video,S5,Legal / compliance
careflowiq.com,abuse@careflowiq.com,S3,Abuse / trust / safety
carohq.com,security@carohq.com,S2,Security
carohq.com,abuse@carohq.com,S3,Abuse / trust / safety
carriyo.com,abuse@carriyo.com,S3,Abuse / trust / safety
carriyo.com,support@carriyo.com,S8,Support / help
carriyo.com,info@carriyo.com,S9,Generic info / contact
carriyo.com,privacy@carriyo.com,S4,Privacy / DPO / GDPR
cashcow.com,info@cashcow.com,S9
cashflowfrog.com,abuse@cashflowfrog.com,S3,Abuse / trust / safety
cashflowfrog.com,contact@cashflowfrog.com,S9,Generic info / contact
cashfree.com,security@cashfree.com,S2,Security
cashfree.com,abuse@cashfree.com,S3,Abuse / trust / safety
cashfree.com,care@cashfree.com,S8,Support / help
cashfree.com,rahulsharma@cashfree.com,Sx-b,Single-word local
cashfree.com,documentation@cashfree.com,Sx-d,Other / mixed
caspio.com,sysmonitor@caspio.com,Sx-b,Single-word local
catsy.com,support@catsy.com,S8,Support / help
cbinsights.com,info@cbinsights.com,S9,Generic info / contact
cbinsights.com,cancellations@cbinsights.com,Sx-d,Other / mixed
ccare.org.au,info@ccare.org.au,S9
ceramic.ai,abuse@ceramic.ai,S3,Abuse / trust / safety
ceramic.ai,support@ceramic.ai,S8,Support / help
ceramic.ai,info@ceramic.ai,S9,Generic info / contact
cevoid.com,hostmaster@cevoid.com,S7,Admin / postmaster
cevro.ai,dmarc@cevro.ai,Sx-c,DMARC reporting
chainels.com,help@chainels.com,S8,Support / help
changdobels.se,danderyd@changdobels.se,Sx-b,Single-word local
changdobels.se,gardet@changdobels.se,Sx-b,Single-word local
changdobels.se,hundiversum@changdobels.se,Sx-b,Single-word local
changdobels.se,stureparken@changdobels.se,Sx-b,Single-word local
changdobels.se,taby@changdobels.se,Sx-b,Single-word local
changdobels.se,vallentuna@changdobels.se,Sx-b,Single-word local
channel99.com,security@channel99.com,S2,Security
channel99.com,abuse@channel99.com,S3,Abuse / trust / safety
channel99.com,mark@channel99.com,Sx-b,Single-word local
channelkey.com,info@channelkey.com,S9,Generic info / contact
chargebee.com,security@chargebee.com,S2,Security
chargebee.com,abuse@chargebee.com,S3,Abuse / trust / safety
chariow.com,security@chariow.com,S2,Security
chariow.com,support@chariow.com,S8,Support / help
chariow.com,contact@chariow.com,S9,Generic info / contact
chartmetric.com,security@chartmetric.com,S2,Security
chartmetric.com,abuse@chartmetric.com,S3,Abuse / trust / safety
checkr.com,security@checkr.com,S2,Security
checkr.com,abuse@checkr.com,S3,Abuse / trust / safety
checkr.com,hello@checkr.com,S9,Generic info / contact
checkr.com,privacyofficer@checkr.com,S9,Generic info / contact
chetto.ai,abuse@chetto.ai,S3,Abuse / trust / safety
chetto.ai,care@chetto.ai,S8,Support / help
chift.eu,security@chift.eu,S2,Security
chift.eu,abuse@chift.eu,S3,Abuse / trust / safety
chisellabs.com,security@chisellabs.com,S2,Security
chisellabs.com,abuse@chisellabs.com,S3,Abuse / trust / safety
chisellabs.com,niraj@chisellabs.com,Sx-b,Single-word local
chordian.ai,oliver.spring@chordian.ai,S10,Sales / marketing / press
chowdeck.com,security@chowdeck.com,S2,Security
chowdeck.com,abuse@chowdeck.com,S3,Abuse / trust / safety
chowdeck.com,hello@chowdeck.com,S9,Generic info / contact
chowdeck.com,legal@chowdeck.com,S5,Legal / compliance
ci-hub.com,support@ci-hub.com,S8,Support / help
ci-hub.com,mdf@ci-hub.com,Sx-b,Single-word local
ci-hub.com,order@ci-hub.com,Sx-b,Single-word local
cirra.ai,info@cirra.ai,S9,Generic info / contact
cizgi.net,info@cizgi.net,S9,Generic info / contact
clappia.com,security@clappia.com,S2,Security
clappia.com,support@clappia.com,S8,Support / help
clarify.io,hello@clarify.io,S9,Generic info / contact
clarify.io,tor@clarify.io,Sx-b,Single-word local
clarify.io,tore@clarify.io,Sx-b,Single-word local
clarity.ai,solutions@clarity.ai,Sx-b,Single-word local
classavo.com,support@classavo.com,S8,Support / help
classavo.com,privacy@classavo.com,S4,Privacy / DPO / GDPR
classavo.com,dmca@classavo.com,S5,Legal / compliance
classdojo.com,security@classdojo.com,S2,Security
classdojo.com,safety@classdojo.com,S3,Abuse / trust / safety
classdojo.com,privacy@classdojo.com,S4,Privacy / DPO / GDPR
clay.earth,security@clay.earth,S2
clazar.io,security@clazar.io,S2,Security
clazar.io,abuse@clazar.io,S3,Abuse / trust / safety
clazar.io,czar@clazar.io,Sx-b,Single-word local
cleanhealth.edu.au,abuse@cleanhealth.edu.au,S3,Abuse / trust / safety
cleanhealth.edu.au,harry@cleanhealth.edu.au,Sx-b,Single-word local
clearer.io,contact@clearer.io,S9,Generic info / contact
clemta.com,security@clemta.com,S2,Security
clemta.com,abuse@clemta.com,S3,Abuse / trust / safety
cleo.com,security@cleo.com,S2,Security
cleo.com,abuse@cleo.com,S3,Abuse / trust / safety
clerk.chat,security@clerk.chat,S2,Security
clerk.chat,abuse@clerk.chat,S3,Abuse / trust / safety
clerk.chat,support@clerk.chat,S8,Support / help
clerk.chat,hello@clerk.chat,S9,Generic info / contact
cles.org,badaro@cles.org,Sx-b,Single-word local
cles.org,beirut@cles.org,Sx-b,Single-word local
cles.org,nabatieh@cles.org,Sx-b,Single-word local
cles.org,saida@cles.org,Sx-b,Single-word local
cles.org,semkanieh@cles.org,Sx-b,Single-word local
cles.org,tripoli@cles.org,Sx-b,Single-word local
cles.org,zahle@cles.org,Sx-b,Single-word local
cles.org,zouk@cles.org,Sx-b,Single-word local
clickrain.com,abuse@clickrain.com,S3,Abuse / trust / safety
clickrain.com,info@clickrain.com,S9,Generic info / contact
clickup.com,security@clickup.com,S2,Security
clickup.com,abuse@clickup.com,S3,Abuse / trust / safety
clickup.com,support@clickup.com,S8,Support / help
clickup.com,legal@clickup.com,S5,Legal / compliance
clickup.com,platform@clickup.com,Sx-b,Single-word local
climateactiondata.org,contact@climateactiondata.org,S9,Generic info / contact
clinicadoleite.com.br,abuse@clinicadoleite.com.br,S3,Abuse / trust / safety
clinicadoleite.com.br,gr@clinicadoleite.com.br,Sx-b,Single-word local
clint.digital,abuse@clint.digital,S3,Abuse / trust / safety
clockworkrecruiting.com,support@clockworkrecruiting.com,S8,Support / help
clockworkrecruiting.com,info@clockworkrecruiting.com,S9,Generic info / contact
clootrack.com,abuse@clootrack.com,S3,Abuse / trust / safety
clootrack.com,contactus@clootrack.com,S9,Generic info / contact
close.com,security@close.com,S2,Security
close.com,support@close.com,S8,Support / help
cloudchipr.com,support@cloudchipr.com,S8,Support / help
cloudeagle.ai,abuse@cloudeagle.ai,S3,Abuse / trust / safety
cloudeagle.ai,info@cloudeagle.ai,S9,Generic info / contact
cloudeagle.ai,nidhi@cloudeagle.ai,S9,Generic info / contact
cloudgov.ai,support@cloudgov.ai,S8,Support / help
cloudgov.ai,info@cloudgov.ai,S9,Generic info / contact
cloverleaf.ai,security@cloverleaf.ai,S2,Security
cloverleaf.ai,abuse@cloverleaf.ai,S3,Abuse / trust / safety
cloverleaf.ai,support@cloverleaf.ai,S8,Support / help
clozd.com,security@clozd.com,S2,Security
clozd.com,abuse@clozd.com,S3,Abuse / trust / safety
coastapp.com,security@coastapp.com,S2,Security
coastapp.com,abuse@coastapp.com,S3,Abuse / trust / safety
codspeed.io,security@codspeed.io,S2,Security
codspeed.io,abuse@codspeed.io,S3,Abuse / trust / safety
codspeed.io,support@codspeed.io,S8,Support / help
codspeed.io,contact@codspeed.io,S9,Generic info / contact
cofi.ai,abuse@cofi.ai,S3,Abuse / trust / safety
cofi.ai,info@cofi.ai,S9,Generic info / contact
coinmarketcap.com,abuse@coinmarketcap.com,S3,Abuse / trust / safety
coinstats.app,security@coinstats.app,S2,Security
coinstats.app,abuse@coinstats.app,S3,Abuse / trust / safety
coliving.com,support@coliving.com,S8,Support / help
coliving.com,info@coliving.com,S9,Generic info / contact
collegepulse.com,abuse@collegepulse.com,S3,Abuse / trust / safety
collegepulse.com,mwall@collegepulse.com,Sx-b,Single-word local
commented.io,support@commented.io,S8
commonroom.io,security@commonroom.io,S2,Security
commonroom.io,uncommon@commonroom.io,Sx-b,Single-word local
commonroom.io,support@commonroom.io,S8
commonscompany.com,abuse@commonscompany.com,S3,Abuse / trust / safety
community.com,security@community.com,S2,Security
community.com,abuse@community.com,S3,Abuse / trust / safety
community.com,accountservices@community.com,S8,Support / help
community.com,help@community.com,S8,Support / help
community.com,copyright@community.com,S5,Legal / compliance
companion.energy,security@companion.energy,S2,Security
companyenrich.com,support@companyenrich.com,S8
compliancely.com,support@compliancely.com,S8,Support / help
comscore.com,privacy@comscore.com,S4,Privacy / DPO / GDPR
cones.com,service@cones.com,S8,Support / help
conjura.com,security@conjura.com,S2,Security
conjura.com,abuse@conjura.com,S3,Abuse / trust / safety
connect-x.tech,security@connect-x.tech,S2,Security
connect-x.tech,abuse@connect-x.tech,S3,Abuse / trust / safety
connect-x.tech,m@connect-x.tech,Sx-d,Other / mixed
consensus.app,security@consensus.app,S2,Security
consensus.app,abuse@consensus.app,S3,Abuse / trust / safety
consensus.app,christian@consensus.app,Sx-b,Single-word local
construflow.com.br,abuse@construflow.com.br,S3,Abuse / trust / safety
contable.app,abuse@contable.app,S3,Abuse / trust / safety
contable.app,hola@contable.app,S9,Generic info / contact
contaja.com.br,abuse@contaja.com.br,S3,Abuse / trust / safety
contentful.com,security@contentful.com,S2,Security
contentful.com,support@contentful.com,S8,Support / help
contentstudio.io,abuse@contentstudio.io,S3,Abuse / trust / safety
contentstudio.io,support@contentstudio.io,S8,Support / help
contextqa.com,abuse@contextqa.com,S3,Abuse / trust / safety
contextqa.com,deep@contextqa.com,Sx-b,Single-word local
controlle.com,dmarc@controlle.com,Sx-c,DMARC reporting
converge.it,dmarc-reports@converge.it,Sx-c,DMARC reporting
conversionmediagroup.com,abuse@conversionmediagroup.com,S3,Abuse / trust / safety
convesio.com,info@convesio.com,S9,Generic info / contact
convesio.com,privacy@convesio.com,S4,Privacy / DPO / GDPR
convex.dev,security@convex.dev,S2,Security
convex.dev,abuse@convex.dev,S3,Abuse / trust / safety
convex.dev,support@convex.dev,S8
conviva.com,security@conviva.com,S2,Security
conviva.com,abuse@conviva.com,S3,Abuse / trust / safety
coolset.com,security@coolset.com,S2,Security
coolset.com,abuse@coolset.com,S3,Abuse / trust / safety
coolshop.com,security@coolshop.com,S2,Security
cooroundtable.com,divinia@cooroundtable.com,Sx-b,Single-word local
copilot.money,security@copilot.money,S2,Security
copilot.money,hello@copilot.money,S9,Generic info / contact
copilotkit.ai,security@copilotkit.ai,S2,Security
copilotkit.ai,abuse@copilotkit.ai,S3,Abuse / trust / safety
cordova.com,connect@cordova.com,S9,Generic info / contact
coris.ai,security@coris.ai,S2,Security
coris.ai,abuse@coris.ai,S3,Abuse / trust / safety
corneliajames.com,abuse@corneliajames.com,S3,Abuse / trust / safety
corneliajames.com,contact@corneliajames.com,S9,Generic info / contact
coros.com,security@coros.com,S2,Security
coros.com,support@coros.com,S8,Support / help
coros.com,info@coros.com,S9,Generic info / contact
coros.com,copyright@coros.com,S5,Legal / compliance
coros.com,coach@coros.com,Sx-b,Single-word local
cortea.ai,abuse@cortea.ai,S3,Abuse / trust / safety
coupler.io,abuse@coupler.io,S3,Abuse / trust / safety
coupler.io,contact@coupler.io,S9,Generic info / contact
craft.io,security@craft.io,S2,Security
craft.io,abuse@craft.io,S3,Abuse / trust / safety
craft.io,support@craft.io,S8,Support / help
creatordb.app,security@creatordb.app,S2,Security
creatordb.app,abuse@creatordb.app,S3,Abuse / trust / safety
creatordb.app,hello@creatordb.app,S9,Generic info / contact
credibledata.com,security@credibledata.com,S2,Security
credibledata.com,abuse@credibledata.com,S3,Abuse / trust / safety
credibledata.com,privacy@credibledata.com,S4,Privacy / DPO / GDPR
credix.finance,abuse@credix.finance,S3,Abuse / trust / safety
credplatform.com,security@credplatform.com,S2
credplatform.com,dpo@credplatform.com,S4
credplatform.com,privacy@credplatform.com,S4
crewos.io,abuse@crewos.io,S3,Abuse / trust / safety
crewos.io,info@crewos.io,S9,Generic info / contact
crossbeam.com,security@crossbeam.com,S2,Security
crossbeam.com,abuse@crossbeam.com,S3,Abuse / trust / safety
crossbeam.com,privacy@crossbeam.com,S4,Privacy / DPO / GDPR
crossbeam.com,legal@crossbeam.com,S5,Legal / compliance
crossbeam.com,eyebeams@crossbeam.com,Sx-b,Single-word local
crossbeam.com,support@crossbeam.com,S8
crowdin.com,support@crowdin.com,S8,Support / help
crowdin.com,privacy@crowdin.com,S4,Privacy / DPO / GDPR
crowdin.com,onboarding@crowdin.com,Sx-b,Single-word local
crowdreply.io,support@crowdreply.io,S8,Support / help
crstl.ai,help@crstl.so,S8
crustdata.com,info@crustdata.com,S9,Generic info / contact
cruva.com,support@cruva.com,S8,Support / help
cruva.com,info@cruva.com,S9,Generic info / contact
cruva.com,privacy@cruva.com,S4,Privacy / DPO / GDPR
cruva.com,reports@cruva.com,S6,Reports / feedback
cryptoquant.com,abuse@cryptoquant.com,S3,Abuse / trust / safety
cryptoquant.com,help@cryptoquant.com,S8,Support / help
cryptorefills.com,abuse@cryptorefills.com,S3,Abuse / trust / safety
cryptorefills.com,info@cryptorefills.com,S9,Generic info / contact
crystalknows.com,security@crystalknows.com,S2,Security
crystalknows.com,abuse@crystalknows.com,S3,Abuse / trust / safety
crystalknows.com,bkim@crystalknows.com,Sx-b,Single-word local
csllcnow.com,abuse@csllcnow.com,S3,Abuse / trust / safety
csllcnow.com,bwilliams@csllcnow.com,Sx-b,Single-word local
csllcnow.com,tridenour@csllcnow.com,Sx-b,Single-word local
cta.tech,security@cta.tech,S2,Security
cubesoftware.com,security@cubesoftware.com,S2,Security
cubesoftware.com,abuse@cubesoftware.com,S3,Abuse / trust / safety
cubesoftware.com,hello@cubesoftware.com,S9,Generic info / contact
cuckooworkout.com,security@cuckooworkout.com,S2,Security
cuckooworkout.com,abuse@cuckooworkout.com,S3,Abuse / trust / safety
cuckooworkout.com,info@cuckooworkout.com,S9,Generic info / contact
cuelinks.com,abuse@cuelinks.com,S3,Abuse / trust / safety
cuemath.com,abuse@cuemath.com,S3,Abuse / trust / safety
cuemath.com,customercare@cuemath.com,S8,Support / help
cuemath.com,privacy@cuemath.com,S4,Privacy / DPO / GDPR
cuemath.com,grievance@cuemath.com,Sx-b,Single-word local
cufinder.io,info@cufinder.io,S9,Generic info / contact
cumbuca.com,security@cumbuca.com,S2,Security
curate.co,support@curate.co,S8,Support / help
curemedia.com,security@curemedia.com,S2,Security
curri.com,security@curri.com,S2,Security
curri.com,abuse@curri.com,S3,Abuse / trust / safety
curri.com,help@curri.com,S8,Support / help
curri.com,legal@curri.com,S5,Legal / compliance
curri.com,drivers@curri.com,Sx-b,Single-word local
cushingterrell.com,info@cushingterrell.com,S9,Generic info / contact
customer.io,legal@customer.io,S5,Legal / compliance
customer.io,ctf@customer.io,Sx-b,Single-word local
customer.io,win@customer.io,Sx-b,Single-word local
customerscore.io,abuse@customerscore.io,S3,Abuse / trust / safety
customerscore.io,support@customerscore.io,S8,Support / help
customily.com,abuse@customily.com,S3,Abuse / trust / safety
customily.com,support@customily.com,S8,Support / help
customily.com,hello@customily.com,S9,Generic info / contact
customily.com,dmca@customily.com,S5,Legal / compliance
