domain,top_email,tier,score,source_count,sources,source_urls,top_snippet,all_candidates
ashbyhq.com,security@ashbyhq.com,A,5,1,direct,https://www.ashbyhq.com/resources/security,"a security concern, question, or are aware of an incident, please send an email to <a href=""mailto:security@ashbyhq.com"" class=""c-efuyxN c-efuyxN-hJjffa-color-primary"">security@ashbyhq.com</a>, a care","security@ashbyhq.com(A,5,direct)"
askable.com,viasecurity@askable.com,A,5,1,direct,https://www.askable.com/legal/privacy-policy,concernsabout the security of personal data held by Askable should be reported to us without delay viasecurity@askable.com</p><p><strong>How long we keep your personal data</strong>‍</p><p>We retain y,"viasecurity@askable.com(A,5,direct); legal@askable.com(B,3,direct); privacy@askable.com(B,3,direct); support@askable.com(B,3,direct)"
askturing.ai,,,0,0,,,,
asmallstudio.com,,,0,0,,,,
assembly.com,security@assembly.com,A,5,1,direct,https://security.assembly.com/,mprehensive security and compliance details in the Security section of our documentation or contact security@assembly.com with specific questions or requests. NOTE: Documents may reference our old com,"security@assembly.com(A,5,direct)"
asteroid.ai,founders@asteroid.ai,B,3,1,direct,https://asteroid.ai/terms/,immediately before the claim </p> <p> <strong>Notice Address:</strong> </p> <ul> <li>For Provider: founders@asteroid.ai</li> <li>For Customer: The main email address on Customer's account</li> </ul> <,"founders@asteroid.ai(B,3,direct); support@asteroid.ai(B,3,direct)"
astrologyapi.com,,,0,0,,,,
athenium.com,info@athenium.com,B,3,1,direct,https://www.athenium.com/contact/ | https://www.athenium.com/privacy-policy/,"er""><h2>Climate Dashboard</h2> <p><strong><span style=""text-decoration: underline;""><a href=""mailto:info@athenium.com"">info@athenium.com</a></span></strong><br />(888) 320-7693</p> </div></div> </div>","info@athenium.com(B,3,direct); support@athenium.com(B,3,direct)"
atlan.com,security@atlan.com,A,5,1,direct,https://atlan.com/.well-known/security.txt,gle.com/forms/d/e/1FAIpQLScnmM81wrEEXA-fX5o8WQxsMUgWy5nZQf8owS6zKzS-yVS8-w/viewform Contact: mailto:security@atlan.com Encryption: https://atlan.com/security/public-key.txt Acknowledgments: https://at,"security@atlan.com(A,5,direct)"
atlaspeople.io,contact@atlaspeople.io,B,3,1,direct,https://atlaspeople.io/contact,"nt-size:14px;color:#74829F;display:block;margin-bottom:4px"">General inquiries</span><a href=""mailto:contact@atlaspeople.io"" style=""font-family:&quot;DM Sans&quot;, sans-serif;font-size:24px;font-weigh","contact@atlaspeople.io(B,3,direct); legal@atlaspeople.io(B,3,direct); press@atlaspeople.io(B,3,direct); research@atlaspeople.io(B,3,direct); support@atlaspeople.io(B,3,direct)"
atlasx.co,sales@atlasx.co,B,3,1,direct,https://atlasx.co/,"ont-light text-sm text-[#BCBDBD]"">Contact Sales</div><p class="" text-sm text-white""><a href=""mailto:sales@atlasx.co?subject=&quot;AtlasX Inquery&quot;"" class=""transition-all block hover:text-brand-gre","sales@atlasx.co(B,3,direct); support@atlasx.co(B,3,direct); team@atlasx.co(B,3,direct)"
atom.com,,,0,0,,,,
atomic.supply,,,0,0,,,,
atominvest.co,info@atominvest.co,B,3,1,direct,https://www.atominvest.co/,"alt="""" class=""menu_bottom-icon""/><p class=""text-size-small"">Need help? Contact our <a href=""mailto:info@atominvest.co"" class=""menu_bottom-link"">sales team</a></p></div></div></div></div><div data-w-ta","info@atominvest.co(B,3,direct)"
atriumdata.ai,,,0,0,,,,
attio.com,,,0,0,,,,
attributionapp.com,security@attributionapp.com,A,5,1,direct,https://www.attributionapp.com/terms,"n within 24 hours after learning of any unauthorized use of its account by emailing <a href=""mailto:security@attributionapp.com"">Security@AttributionApp.com.</a></li> <li>3.5.3. Customer agrees to com","security@attributionapp.com(A,5,direct); privacy@attributionapp.com(B,3,direct)"
audioscape.ai,,,0,0,,,,
aurelian.com,,,0,0,,,,
austintechnology.com.au,careers@austintechnology.com.au,B,3,1,direct,https://austintechnology.com.au/contact-us/,"elementor-icon-list-items""> <li class=""elementor-icon-list-item""> <a href=""mailto:careers@austintechnology.com.au""> <span class=""elementor-icon-list-icon""> <i aria-hidden=""true"" class=""feather","careers@austintechnology.com.au(B,3,direct); sales@austintechnology.com.au(B,3,direct); support@austintechnology.com.au(B,3,direct); tcareers@austintechnology.com.au(B,3,direct); tsales@austintechnology.com.au(B,3,direct); tsupport@austintechnology.com.au(B,3,direct)"
avertro.com,info@avertro.com,B,3,1,direct,https://www.avertro.com/ | https://www.avertro.com/contact,"</div></div><div class=""with-margin-bottom""><strong>General </strong><strong>Enquiries<br/></strong>info@avertro.com</div></div></div><div class=""fade-in-move-on-scroll""><div href=""#"" class=""footer-2-","info@avertro.com(B,3,direct); support@avertro.com(B,3,direct)"
avmap.it,,,0,0,,,,
avo.app,hi@avo.app,B,3,1,direct,https://www.avo.app/ | https://www.avo.app/l/privacy | https://www.avo.app/l/terms,"div class=""footer_nav-column""><p class=""text-color-alt-primary"">Let&#x27;s chat!</p><a href=""mailto:hi@avo.app"" class=""footer_link"">hi@avo.app</a><div class=""footer_socials""><a href=""https://facebook.","hi@avo.app(B,3,direct); support@avo.app(B,3,direct)"
avoma.com,security@avoma.com,A,5,1,direct,https://www.avoma.com/security,"ust.avoma.com/"" target=""_blank"">Trust Center</a><br/><br/>Please reach out to us at <a href=""mailto:security@avoma.com"">security@avoma.com</a> with questions. We have a policy of responding to securit","security@avoma.com(A,5,direct); help@avoma.com(B,3,direct)"
axify.io,info@axify.io,B,3,1,direct,https://axify.io/contact,"section""> <a href=""mailto:info@axify.io""> info@axify.io </a> </div> </div> </di","info@axify.io(B,3,direct)"
axiocap.com,,,0,0,,,,
axiom.co,security@axiom.co,A,5,1,direct,https://axiom.co/security,"f exploitability)</li></ul><p class=""pt-4"">To submit a report, please email<!-- --> <a href=""mailto:security@axiom.co"" class=""underline"">security@axiom.co</a></p></div></div><div class=""flex flex-col ","security@axiom.co(A,5,direct); support@axiom.co(B,3,direct)"
azion.com,,,0,0,,,,
b.capital,info@b.capital,B,3,1,direct,https://b.capital/contact/,"""> <div class=""container fade-in""> <ul> <li> <h3>General</h3> <a href=""mailto:info@b.capital"">info@b.capital</a> </li> <li> <h3>Investors</h3> <a href=""mailto:ir@b.ca","info@b.capital(B,3,direct); ir@b.capital(B,3,direct); media@b.capital(B,3,direct)"
babbl-labs.com,,,0,0,,,,
babyjourney.se,hello@babyjourney.se,B,3,1,direct,https://babyjourney.se/,"ouppdateringar till checklistor och artiklar stöttar och peppar vi dig i bebisresan."", ""email"": ""hello@babyjourney.se"", ""address"": { ""@type"": ""PostalAddress"", ""streetAddress"": ""Artillerigatan 16"", ""p","hello@babyjourney.se(B,3,direct)"
backstory.ai,security@backstory.ai,A,5,1,direct,https://www.backstory.ai/privacy,"ge or older. If you believe that we have mistakenly collected such information, please notify us at security@backstory.ai so that we may immediately delete the information.</p><p><strong>9. ADDITIONAL","security@backstory.ai(A,5,direct); askhr@backstory.ai(B,3,direct); media@backstory.ai(B,3,direct); privacy@backstory.ai(B,3,direct); sales@backstory.ai(B,3,direct); support@backstory.ai(B,3,direct)"
backyardbrains.com,hello@backyardbrains.com,B,3,1,direct,https://backyardbrains.com/pages/about,"</li> <li class=""contact-item contact-data__item""> <a href=""mailto:hello@backyardbrains.com"" class=""contact-item__link contact-item__link_email"">hello@backyardbrains.com</a> </l","hello@backyardbrains.com(B,3,direct)"
badgermapping.com,dpo@badgermapping.com,B,3,1,direct,https://www.badgermapping.com/privacy-policy/,"te 1400, PMB #2618, San Francisco, CA 94104, USA</p> <p><strong>Owner contact email:</strong> dpo@badgermapping.com</p> <!-- Owner end --> </div> <div class=""one_line_col""> <h2 id=""types_of_data""> Typ","dpo@badgermapping.com(B,3,direct); pr@badgermapping.com(B,3,direct)"
badideas.fund,,,0,0,,,,
bagel.ai,support@bagel.ai,B,3,1,direct,https://bagel.ai/,"ntactPoint"": { ""@type"": ""ContactPoint"", ""contactType"": ""Customer Service"", ""email"": ""support@bagel.ai"", ""availableLanguage"": [""English""] } } </script> <link rel=""llms-sitemap"" href=""https:/","support@bagel.ai(B,3,direct)"
bajajbroking.in,compliance_dp@bajajbroking.in,B,3,1,direct,https://www.bajajbroking.in/contact-us,"""@type"": ""ContactPoint"", ""contactType"": ""compliance officer (DP)"", ""email"": ""compliance_dp@bajajbroking.in"", ""areaServed"": ""IN"" }, { ""@type"": ""ContactPoint"",","compliance_dp@bajajbroking.in(B,3,direct); compliance_sec@bajajbroking.in(B,3,direct); connect@bajajbroking.in(B,3,direct); customerservicehead@bajajbroking.in(B,3,direct); cyber.escalation@bajajbroking.in(B,3,direct); md@bajajbroking.in(B,3,direct)"
base.org,,,0,0,,,,
base39.com.br,,,0,0,,,,
basicops.com,contact@basicops.com,B,3,1,direct,https://www.basicops.com/contact,"ontent=""Questions? We’ve got answers. Drop a message. Give feedback. We appreciate it! Email Us at: contact@basicops.com.""/> <meta itemprop=""name"" content=""Any Questions? Please Contact Us — BasicOps ","contact@basicops.com(B,3,direct); marketing@basicops.com(B,3,direct)"
baston.com.br,sac@baston.com.br,B,3,1,direct,https://baston.com.br/,"ttps://baston.com.br/#organization"",""name"":""Baston Aerossol"",""url"":""https://baston.com.br"",""email"":""sac@baston.com.br"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""Av. das Palmeiras, 1705"",""add","sac@baston.com.br(B,3,direct)"
battery.com,compliance@battery.com,B,3,1,direct,https://www.battery.com/,"o Article 63 of the Financial Instruments and Exchange Act of Japan. Please contact <a href=""mailto:compliance@battery.com"">compliance@battery.com</a> to request such documents.</p> </div> </div> </di","compliance@battery.com(B,3,direct)"
baxtel.com,,,0,0,,,,
bazze.io,,,0,0,,,,
bdex.com,,,0,0,,,,
bdg.io,,,0,0,,,,
bdtax.com.bd,info@bdtax.com.bd,B,3,1,direct,https://bdtax.com.bd/ | https://bdtax.com.bd/contact-us | https://bdtax.com.bd/security.html,"tware in Bangladesh.\"",\""foundingDate\"":\""2015-03-18\"",\""telephone\"":\""+8809614000888\"",\""email\"":\""info@bdtax.com.bd\"",\""address\"":{\""@type\"":\""PostalAddress\"",\""streetAddress\"":\""DK Tower, 94 Sonarg","info@bdtax.com.bd(B,3,direct); support@bdtax.com.bd(B,3,direct)"
beachbossinfluencers.com,,,0,0,,,,
beaufort12.com,,,0,0,,,,
beautech.aero,sales@beautech.aero,B,3,1,direct,https://beautech.aero/ | https://beautech.aero/contact/ | https://beautech.aero/terms/,"<p>2001 Ross Ave<br> Suite Suite 4650<br> Dallas, TX 75201<br> United States<br><br><a href=""mailto:sales@beautech.aero"">sales@beautech.aero</a><br> +1 (214) 865 8623</p></div></div></div></div></div>","sales@beautech.aero(B,3,direct)"
bebakids.com,ada@shops.bebakids.com,B,3,1,direct,http://www.bebakids.com/,"BEBAKIDS.png"", ""telephone"": ""0608382097"", ""email"": ""ada@shops.bebakids.com"", ""priceRange"": ""$$"", ""address"": {","ada@shops.bebakids.com(B,3,direct); beo@shops.bebakids.com(B,3,direct); big@shops.bebakids.com(B,3,direct); bigfashion@shops.bebakids.com(B,3,direct); bigfashionns@shops.bebakids.com(B,3,direct); bw@shops.bebakids.com(B,3,direct)"
beemdata.com,team@beemdata.com,B,3,1,direct,https://www.beemdata.com/,"ntactPoint"": { ""@type"": ""ContactPoint"", ""telephone"": ""+1-833-929-3282"", ""email"": ""team@beemdata.com"", ""contactType"": ""Customer Service"" }, ""sameAs"": [ ""https://www.facebook.com/be","team@beemdata.com(B,3,direct)"
begolden.com.pl,biuro@begolden.com.pl,B,3,1,direct,https://www.begolden.com.pl/,"-header-info""> <li> <a href=""mailto:biuro@begolden.com.pl"" target=""_blank"" rel=""nofollow""> <i aria-hidden=""true"" class=""icon","biuro@begolden.com.pl(B,3,direct)"
bei-us.com,,,0,0,,,,
bellwetherit.com,,,0,0,,,,
benchmarkminerals.com,office@benchmarkminerals.com,B,3,1,direct,https://www.benchmarkminerals.com/privacy,wish to submit a request through an authorized agent</p></li></ol></li></ol><p>London Head Office - office@benchmarkminerals.com</p><p>September 2025</p><!--]--></div></div><!--]--></div></section><!-,"office@benchmarkminerals.com(B,3,direct); solufunwa@benchmarkminerals.com(B,3,direct)"
besample.app,,,0,0,,,,
betterbugs.io,,,0,0,,,,
betterleap.com,hello@betterleap.com,B,3,1,direct,https://betterleap.com/ | https://betterleap.com/contact | https://betterleap.com/privacy,"kyfs framer-v-frkyfs framer-34ocg7"" data-border=""true"" data-framer-name=""Arrow Button"" href=""mailto:hello@betterleap.com"" target=""_blank"" rel=""noopener"" style=""--1qph1lz:14px;--border-bottom-width:1px","hello@betterleap.com(B,3,direct); sales@betterleap.com(B,3,direct); support@betterleap.com(B,3,direct)"
betterstack.com,security@betterstack.com,A,5,1,direct,https://betterstack.com/security | https://betterstack.com/security.html | https://betterstack.com/security/,lose any security concerns.</p> <a class='mt-3 flex items-center group text-[#5B63D3]' href='mailto:security@betterstack.com?subject=Report%20a%20security%20vulnerability&amp;body='> Contact us&nbsp; ,"security@betterstack.com(A,5,direct); hello@betterstack.com(B,3,direct)"
beveldata.com,,,0,0,,,,
bfl.ai,,,0,0,,,,
bidprime.com,,,0,0,,,,
bigdata.com,,,0,0,,,,
bigenius-x.com,cs@bigenius-x.com,B,3,1,direct,https://www.bigenius-x.com/contact,"bigenius-x.com"" target=""_blank"" class=""card-contact-link"">Access customer portal</a><a href=""mailto:cs@bigenius-x.com?subject=I&#x27;d%20like%20to%20access%20the%20support%20portal"" class=""card-contac","cs@bigenius-x.com(B,3,direct)"
biggeo.com,,,0,0,,,,
bigvu.tv,support@bigvu.tv,B,3,1,direct,https://bigvu.tv/ | https://bigvu.tv/terms,"fensive content remedy is cessation of viewing. Report offensive content to<!-- --> <a href=""mailto:support@bigvu.tv"" class=""text-blue-600 underline hover:text-blue-800"">support@bigvu.tv</a>.</li><li>","support@bigvu.tv(B,3,direct)"
billygrace.com,,,0,0,,,,
binclusive.io,,,0,0,,,,
binderr.com,support@binderr.com,B,3,1,direct,https://binderr.com/ | https://binderr.com/contact-us | https://binderr.com/security,"terContactList-sc-3a8b15d6-7 eyrIIb eSbYHO""><li>Get in touch</li><li><a target=""_self"" href=""mailto:support@binderr.com""><span style=""translate:0px 2px;margin-right:6px"" class=""Icon-styles__IconWrappe","support@binderr.com(B,3,direct)"
bitmovin.com,,,0,0,,,,
bitquery.io,sales@bitquery.io,B,3,1,direct,https://bitquery.io/,"ey Studnev""},""numberOfEmployees"":{""@type"":""QuantitativeValue"",""minValue"":11,""maxValue"":20},""email"":""sales@bitquery.io"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""8 THE GREEN STE A"",""addressLo","sales@bitquery.io(B,3,direct); support@bitquery.io(B,3,direct)"
bitrise.io,security@bitrise.io,A,5,1,direct,https://bitrise.io/platform/devops/security,"""contactPoint"": { ""@type"": ""ContactPoint"", ""contactType"": ""Security"", ""email"": ""security@bitrise.io"" } }, ""mainEntity"": { ""@type"": ""FAQPage"", ""@id"": ""https://bitrise.io/platform/devo","security@bitrise.io(A,5,direct)"
bizaway.com,,,0,0,,,,
bizstream.com,,,0,0,,,,
blazesql.com,enterprise@blazesql.com,B,3,1,direct,https://www.blazesql.com/privacy | https://www.blazesql.com/terms,"1 Luxembourg</p> <p class=""mt-3 body-text""><strong class=""font-semibold"">Privacy Contact:</strong> enterprise@blazesql.com <strong class=""font-semibold"">General Support:</strong> support@blazesql.com<","enterprise@blazesql.com(B,3,direct); support@blazesql.com(B,3,direct)"
blend-ai.com,,,0,0,,,,
blockscholes.com,info@blockscholes.com,B,3,1,direct,https://www.blockscholes.com/ | https://www.blockscholes.com/contact,"3 12.4389 14.9265 12.614 14.789L20 9.044L20.002 18H4Z"" fill=""currentColor""/> </svg></div></div><div>info@blockscholes.com</div></div><div id=""w-node-db0111d8-4eaf-9174-50d2-6bfec0b75c09-47fc6e48"" clas","info@blockscholes.com(B,3,direct)"
blocksize.info,,,0,0,,,,
bloomberg.com,,,0,0,,,,
bloomreach.com,securityreporting@bloomreach.com,A,5,1,direct,https://www.bloomreach.com/security.txt,Contact: mailto:securityreporting@bloomreach.com Expires: 2029-07-23T14:36:00.000Z Preferred-Languages: en,"securityreporting@bloomreach.com(A,5,direct); peter.zidek@bloomreach.com(B,3,direct)"
bluegamma.io,,,0,0,,,,
bluente.com,sales@bluente.com,B,3,1,direct,https://www.bluente.com/,". Enterprise customers get dedicated support, custom integration options. Contact our sales team at sales@bluente.com or drop an enquiry </p><a class=""text-[blue]"" href=""mailto:sales@bluente.com"">here","sales@bluente.com(B,3,direct); support@bluente.com(B,3,direct)"
bluetriangle.com,info@bluetriangle.com,B,3,1,direct,https://bluetriangle.com/contact-us,"-card-item-cont-desc""><div style=""display: flex; flex-direction: column; gap: 2px;""><a href=""mailto:info@bluetriangle.com"">info@bluetriangle.com</a><a href=""mailto:support@bluetriangle.com"">support@bl","info@bluetriangle.com(B,3,direct); support@bluetriangle.com(B,3,direct)"
bnicapital.com,contact@bnicapital.com,B,3,1,direct,https://bnicapital.com/ | https://bnicapital.com/contact-us,"01 Zürich<br>Switzerland</p><p><a href=""tel:+41442152888"">+41 44 215 2888</a></p><p><a href=""mailto:contact@bnicapital.com"">contact@bnicapital.com</a></p></div> </p> <div class","contact@bnicapital.com(B,3,direct)"
