domain,email,tier,score,sources,source_url
pipe17.com,notices@pipe17.com,B,3,direct,https://pipe17.com/terms-of-service/
placester.com,security@placester.com,A,5,direct,https://placester.com/security
placester.com,marketing-academy@placester.com,B,3,direct,https://placester.com/terms
placester.com,partners@placester.com,B,3,direct,https://placester.com/contact
placester.com,support@placester.com,B,3,direct,https://placester.com/
planable.io,hello@planable.io,B,3,direct,https://planable.io/
planprophet.com,info@planprophet.com,B,3,direct,https://www.planprophet.com/contact/
plaud.ai,security@plaud.ai,A,5,direct,https://security.plaud.ai/.well-known/security.txt
plaud.ai,privacyjp@plaud.ai,B,3,direct,https://www.plaud.ai/policies/privacy-policy
plaud.ai,support@plaud.ai,B,3,direct,https://www.plaud.ai/
podpage.com,info@podpage.com,B,3,direct,https://www.podpage.com/privacy/
point-topic.com,info@point-topic.com,B,3,direct,https://www.point-topic.com/
polytomic.com,security@polytomic.com,A,5,direct,https://www.polytomic.com/vulnerability-disclosure
polytomic.com,contact@polytomic.com,B,3,direct,https://www.polytomic.com/contact
polytomic.com,support@polytomic.com,B,3,direct,https://www.polytomic.com/security
pop.in,hello@pop.in,B,3,direct,https://pop.in/
pop.in,help@pop.in,B,3,direct,https://pop.in/privacy
pop.in,privacy@pop.in,B,3,direct,https://pop.in/privacy
portao3.com.br,ouvidoria@portao3.com.br,B,3,direct,https://portao3.com.br/
postman.com,security@postman.com,A,5,direct,https://www.postman.com/.well-known/security.txt
postman.com,u003esecurity@postman.com,A,5,direct,https://www.postman.com/security/
postman.com,info-jp@postman.com,B,3,direct,https://www.postman.com/company/contact-us/
postman.com,info@postman.com,B,3,direct,https://www.postman.com/company/contact-us/
postman.com,u003einfo-jp@postman.com,B,3,direct,https://www.postman.com/company/contact-us/
postman.com,u003einfo@postman.com,B,3,direct,https://www.postman.com/company/contact-us/
postmypost.io,marketing@postmypost.io,B,3,direct,https://postmypost.io/
powernaut.io,hello@powernaut.io,B,3,direct,https://powernaut.io/
praiz.io,dpo@praiz.io,B,3,direct,https://www.praiz.io/privacy
predactiv.com,dpo@predactiv.com,B,3,direct,https://predactiv.com/privacy-policy/
predactiv.com,epresentative@predactiv.com,B,3,direct,https://predactiv.com/privacy-policy/
predactiv.com,hr@predactiv.com,B,3,direct,https://predactiv.com/privacy-policy/
predactiv.com,mailtorepresentative@predactiv.com,B,3,direct,https://predactiv.com/privacy-policy/
predactiv.com,marketing@predactiv.com,B,3,direct,https://predactiv.com/terms-of-use/
predactiv.com,privacy@predactiv.com,B,3,direct,https://predactiv.com/privacy-policy/
predictiveindex.com,pr@predictiveindex.com,B,3,direct,https://www.predictiveindex.com/company/contact-us/
predictiveindex.com,privacy@predictiveindex.com,B,3,direct,https://www.predictiveindex.com/privacy/
predictiveindex.com,sales@predictiveindex.com,B,3,direct,https://www.predictiveindex.com/company/contact-us/
prepared.app,info@prepared.app,B,3,direct,https://www.prepared.app/legal
preppr.ai,connect@preppr.ai,B,3,direct,https://preppr.ai/contact
preppr.ai,dr@preppr.ai,B,3,direct,https://preppr.ai/contact
prescriberpoint.com,privacy@prescriberpoint.com,B,3,direct,https://prescriberpoint.com/privacy
prescriberpoint.com,support@prescriberpoint.com,B,3,direct,https://prescriberpoint.com/terms
presien.com,info@presien.com,B,3,direct,https://www.presien.com/
pricelabs.co,support@pricelabs.co,B,3,direct,https://hello.pricelabs.co/privacy-policy/
prima.ai,info@prima.ai,B,3,direct,https://prima.ai/
primum.co,hello@primum.co,B,3,direct,https://primum.co/
prismatic.io,security@prismatic.io,A,5,direct,https://prismatic.io/.well-known/security.txt
prismic.io,marketing@prismic.io,B,3,direct,https://prismic.io/
privacy.com,support@privacy.com,B,3,direct,https://www.privacy.com/
privacy.com,vdp@privacy.com,B,3,direct,https://uploads-ssl.webflow.com/6356e57a1c98ed8f8e4285ae/654ccbe45c3b0f3536c9a752_security.txt
prixuserp.com,contacto@prixuserp.com,B,3,direct,https://prixuserp.com/contacto-2/
productive.io,contact@productive.io,B,3,direct,https://productive.io/
productive.io,legal@productive.io,B,3,direct,https://productive.io/trust/security/
projectcor.com,help@projectcor.com,B,3,direct,https://projectcor.com/
projectleannation.com,info@projectleannation.com,B,3,direct,https://projectleannation.com/
prokeep.com,info@prokeep.com,B,3,direct,https://www.prokeep.com/
prokeep.com,support@prokeep.com,B,3,direct,https://www.prokeep.com/
prompt.security,contact@prompt.security,B,3,direct,https://prompt.security/
proposify.com,privacy@proposify.com,B,3,direct,https://www.proposify.com/platform/security
proposify.com,support@proposify.com,B,3,direct,https://www.proposify.com/platform/security
propper.ai,security@propper.ai,A,5,direct,https://propper.ai/.well-known/security.txt
propper.ai,support@propper.ai,B,3,direct,https://propper.ai/
propush.me,dpo@propush.me,B,3,direct,https://propush.me/privacy
propush.me,pr@propush.me,B,3,direct,https://propush.me/
propush.me,support@propush.me,B,3,direct,https://propush.me/
prosaic.works,hello@prosaic.works,B,3,direct,https://www.prosaic.works/privacy
prscnt.com,chris@prscnt.com,B,3,direct,https://prscnt.com/
prxyco.com,support@prxyco.com,B,3,direct,https://prxyco.com/contact-us
public.com,security@public.com,A,5,direct,https://public.com/security.txt
public.com,press@public.com,B,3,direct,https://public.com/
public.com,support@public.com,B,3,direct,https://public.com/
pubnub.com,privacy@pubnub.com,B,3,direct,https://www.pubnub.com/trust/legal/privacy-policy/
pubnub.com,u003eprivacy@pubnub.com,B,3,direct,https://www.pubnub.com/trust/legal/privacy-policy/
pucara.io,info@pucara.io,B,3,direct,https://pucara.io/contact/
pucara.io,legal@pucara.io,B,3,direct,https://pucara.io/privacy-policy/
pucara.io,usa@pucara.io,B,3,direct,https://pucara.io/contact/
pulseintelligence.com,hello@pulseintelligence.com,B,3,direct,https://pulseintelligence.com/
pursuit.amsterdam,info@pursuit.amsterdam,B,3,direct,https://www.pursuit.amsterdam/
pursuit.amsterdam,team@pursuit.amsterdam,B,3,direct,https://www.pursuit.amsterdam/
pxdata.ai,contato@pxdata.ai,B,3,direct,https://pxdata.ai/
qlerify.com,support@qlerify.com,B,3,direct,https://www.qlerify.com/contact
qminder.com,info@qminder.com,B,3,direct,https://www.qminder.com/
qminder.com,team@qminder.com,B,3,direct,https://www.qminder.com/security/
qonversion.io,hello@qonversion.io,B,3,direct,https://qonversion.io/contact-us
qti.co.id,info@qti.co.id,B,3,direct,https://qti.co.id/
quanthome.com,contact@quanthome.com,B,3,direct,https://quanthome.com/
quartile.com,billing@quartile.com,B,3,direct,https://www.quartile.com/contact-us
quartile.com,contact@quartile.com,B,3,direct,https://www.quartile.com/contact-us
query.ai,privacy@query.ai,B,3,direct,https://www.query.ai/legal/privacy-policy/
query.ai,sales@query.ai,B,3,direct,https://www.query.ai/contact-sales/
questionpro.com,vulnerability@questionpro.com,A,5,direct,https://www.questionpro.com/.well-known/security.txt
quicknode.com,hi@quicknode.com,B,3,direct,https://www.quicknode.com/terms
quid.com,info@quid.com,B,3,direct,https://www.quid.com/contact-us
quid.com,support@quid.com,B,3,direct,https://www.quid.com/contact-us
quiverquant.com,info@quiverquant.com,B,3,direct,https://www.quiverquant.com/
quiverquant.com,james@quiverquant.com,B,3,direct,https://www.quiverquant.com/contact/
quivly.ai,hello@quivly.ai,B,3,direct,https://www.quivly.ai/terms
quivly.ai,privacy@quivly.ai,B,3,direct,https://trust.mycroft.io/quivly
quotech.io,careers@quotech.io,B,3,direct,https://quotech.io/
quotech.io,chris.pickford@quotech.io,B,3,direct,https://quotech.io/
quotech.io,compliance@quotech.io,B,3,direct,https://quotech.io/privacy-policy/
quotech.io,daniel.loader@quotech.io,B,3,direct,https://quotech.io/
quotech.io,dmytro.droban@quotech.io,B,3,direct,https://quotech.io/
quotech.io,ezequiel.lopes@quotech.io,B,3,direct,https://quotech.io/
quotech.io,guillaume@quotech.io,B,3,direct,https://quotech.io/
quotech.io,info@quotech.io,B,3,direct,https://quotech.io/
quotech.io,lee.martin@quotech.io,B,3,direct,https://quotech.io/
quotech.io,marco.seoane@quotech.io,B,3,direct,https://quotech.io/
quotech.io,niall.grant@quotech.io,B,3,direct,https://quotech.io/
quotech.io,will.hunt@quotech.io,B,3,direct,https://quotech.io/
quradata.com,team@quradata.com,B,3,direct,https://www.quradata.com/
raindrop.ai,sales@raindrop.ai,B,3,direct,https://www.raindrop.ai/
raisely.com,privacy@raisely.com,B,3,direct,https://raisely.com/privacy
rallyuxr.com,bugbounty@rallyuxr.com,A,5,direct,https://www.rallyuxr.com/security
rallyuxr.com,security@rallyuxr.com,A,5,direct,https://www.rallyuxr.com/security
rallyuxr.com,hello@rallyuxr.com,B,3,direct,https://www.rallyuxr.com/
rallyuxr.com,privacy@rallyuxr.com,B,3,direct,https://www.rallyuxr.com/privacy
ramp.com,security-external@ramp.com,A,5,direct,https://ramp.com/.well-known/security.txt
rapidflare.ai,hello@rapidflare.ai,B,3,direct,https://www.rapidflare.ai/
rapidflare.ai,support@rapidflare.ai,B,3,direct,https://www.rapidflare.ai/contact-us
rapido.co.nz,adam@rapido.co.nz,B,3,direct,https://rapido.co.nz/
rapido.co.nz,support@rapido.co.nz,B,3,direct,https://rapido.co.nz/
rayyan.ai,info@rayyan.ai,B,3,direct,https://www.rayyan.ai/endpoints/terms
rayyan.ai,support@rayyan.ai,B,3,direct,https://www.rayyan.ai/endpoints/terms
razorpay.com,disclosures@razorpay.com,A,5,direct,https://razorpay.com/responsible-disclosure/
razorpay.com,security_private@razorpay.com,A,5,direct,https://razorpay.com/us/privacy-policy/
razorpay.com,compliance@razorpay.com,B,3,direct,https://razorpay.com/us/privacy-policy/
razorpay.com,dpo@razorpay.com,B,3,direct,https://razorpay.com/terms/
razorpay.com,nodal-officer@razorpay.com,B,3,direct,https://razorpay.com/terms/
reap.global,support@reap.global,B,3,direct,https://reap.global/
receiptor.ai,info@receiptor.ai,B,3,direct,https://receiptor.ai/
reclaim.ai,hello@reclaim.ai,B,3,direct,https://reclaim.ai/terms
reclaim.ai,privacy@reclaim.ai,B,3,direct,https://reclaim.ai/privacy
recruitu.com,support@recruitu.com,B,3,direct,https://recruitu.com/
redbuttonedu.cz,info@redbuttonedu.cz,B,3,direct,https://www.redbuttonedu.cz/
reevo.ai,support@reevo.ai,B,3,direct,https://reevo.ai/privacy
referralcandy.com,security@referralcandy.com,A,5,direct,https://www.referralcandy.com/privacy
referralcandy.com,compliance@referralcandy.com,B,3,direct,https://www.referralcandy.com/privacy
referralcandy.com,support@referralcandy.com,B,3,direct,https://www.referralcandy.com/privacy
relay.app,security@relay.app,A,5,direct,https://www.relay.app/security
relay.app,notices@relay.app,B,3,direct,https://www.relay.app/privacy
relay.app,support+website@relay.app,B,3,direct,https://www.relay.app/
relay.app,support@relay.app,B,3,direct,https://www.relay.app/
relpro.com,info@relpro.com,B,3,direct,https://relpro.com/
remote.com,security@remote.com,A,5,direct,https://remote.com/abuse
remote.com,api-marketing@remote.com,B,3,direct,https://remote.com/abuse
remote.com,api-onboarding@remote.com,B,3,direct,https://remote.com/abuse
remote.com,api-support@remote.com,B,3,direct,https://remote.com/abuse
remote.com,help@remote.com,B,3,direct,https://remote.com/
remote.com,hiring@remote.com,B,3,direct,https://remote.com/abuse
reo.dev,contact@reo.dev,B,3,direct,https://www.reo.dev/
reo.dev,dataprivacy@reo.dev,B,3,direct,https://www.reo.dev/terms-of-service
reo.dev,legal@reo.dev,B,3,direct,https://www.reo.dev/terms-of-service
reo.dev,support@reo.dev,B,3,direct,https://www.reo.dev/
replicate.com,legal@replicate.com,B,3,direct,https://replicate.com/terms
replicate.com,privacy@replicate.com,B,3,direct,https://replicate.com/privacy
respan.ai,support@respan.ai,B,3,direct,https://www.respan.ai/contact
respan.ai,team@respan.ai,B,3,direct,https://www.respan.ai/
rest.com,hello@rest.com,B,3,direct,https://rest.com/
rest.com,press@rest.com,B,3,direct,https://rest.com/
rest.com,wholesale@rest.com,B,3,direct,https://rest.com/
restream.io,support@restream.io,B,3,direct,https://restream.io/
retab.com,contact@retab.com,B,3,direct,https://retab.com/
reteno.com,info@reteno.com,B,3,direct,https://reteno.com/
reteno.com,privacy@reteno.com,B,3,direct,https://reteno.com/
reteno.com,support@reteno.com,B,3,direct,https://reteno.com/
rezoomex.com,team@rezoomex.com,B,3,direct,https://rezoomex.com/
richpanel.com,dpo@richpanel.com,B,3,direct,https://www.richpanel.com/security
richpanel.com,privacy@richpanel.com,B,3,direct,https://www.richpanel.com/security
ringotel.com,support@ringotel.com,B,3,direct,https://www.ringotel.com/
roboflow.com,help@roboflow.com,B,3,direct,https://roboflow.com/terms
roboflow.com,legal@roboflow.com,B,3,direct,https://roboflow.com/privacy
roboflow.com,sales@roboflow.com,B,3,direct,https://roboflow.com/terms
roboflow.com,support@roboflow.com,B,3,direct,https://roboflow.com/terms
rocketlane.com,security@rocketlane.com,A,5,direct,https://www.rocketlane.com/responsible-disclosure
rocketlane.com,care@rocketlane.com,B,3,direct,https://rocketlane.com/
rockhopper.co,support@rockhopper.co,B,3,direct,https://www.rockhopper.co/contact/
roihunter.com,info@roihunter.com,B,3,direct,https://www.roihunter.com/
roihunter.com,press@roihunter.com,B,3,direct,https://www.roihunter.com/about-us
rolli.ai,security@rolli.ai,A,5,direct,https://rolli.ai/terms
rolli.ai,billing@rolli.ai,B,3,direct,https://rolli.ai/terms
rolli.ai,hello@rolli.ai,B,3,direct,https://rolli.ai/
rolli.ai,legal@rolli.ai,B,3,direct,https://rolli.ai/terms
rolli.ai,privacy@rolli.ai,B,3,direct,https://rolli.ai/privacy
rolli.ai,sales@rolli.ai,B,3,direct,https://rolli.ai/privacy
rootly.com,security@rootly.com,A,5,direct,https://rootly.com/.well-known/security.txt
roundhr.com,contact@roundhr.com,B,3,direct,https://roundhr.com/
roundtreasury.com,dpo@roundtreasury.com,B,3,direct,https://www.roundtreasury.com/legal/privacy-policy
roundtreasury.com,help@roundtreasury.com,B,3,direct,https://www.roundtreasury.com/legal/privacy-policy
rowzero.com,security@rowzero.com,A,5,direct,https://rowzero.com/security
rubix.nz,auckland@rubix.nz,B,3,direct,https://rubix.nz/
rubix.nz,christchurch@rubix.nz,B,3,direct,https://rubix.nz/
rubix.nz,hamilton@rubix.nz,B,3,direct,https://rubix.nz/
rubix.nz,kerikeri@rubix.nz,B,3,direct,https://rubix.nz/
rubix.nz,northland@rubix.nz,B,3,direct,https://rubix.nz/
rubix.nz,queenstown@rubix.nz,B,3,direct,https://rubix.nz/
rubix.nz,tauranga@rubix.nz,B,3,direct,https://rubix.nz/
rubix.nz,wanaka@rubix.nz,B,3,direct,https://rubix.nz/
rubix.nz,wellington@rubix.nz,B,3,direct,https://rubix.nz/
runrehearsals.com,hello@runrehearsals.com,B,3,direct,https://www.runrehearsals.com/contact
runrehearsals.com,legal@runrehearsals.com,B,3,direct,https://www.runrehearsals.com/privacy
runrehearsals.com,u003elegal@runrehearsals.com,B,3,direct,https://www.runrehearsals.com/privacy
runway.team,security@runway.team,A,5,direct,https://www.runway.team/security
runway.team,hello@runway.team,B,3,direct,https://www.runway.team/contact-us
runway.team,support@runway.team,B,3,direct,https://www.runway.team/contact-us
runwayml.com,partnerships@runwayml.com,B,3,direct,https://runwayml.com/
runwayml.com,press@runwayml.com,B,3,direct,https://runwayml.com/
rupeezy.in,contact@rupeezy.in,B,3,direct,https://rupeezy.in/contact-us
rupeezy.in,grievance@rupeezy.in,B,3,direct,https://rupeezy.in/
rupeezy.in,gyanesh@rupeezy.in,B,3,direct,https://rupeezy.in/
rupeezy.in,sales@rupeezy.in,B,3,direct,https://rupeezy.in/contact-us
rupeezy.in,stoptrade@rupeezy.in,B,3,direct,https://rupeezy.in/contact-us
rupeezy.in,support@rupeezy.in,B,3,direct,https://rupeezy.in/
rushdb.com,hi@rushdb.com,B,3,direct,https://rushdb.com/
rye.com,security@rye.com,A,5,direct,https://rye.com/.well-known/security.txt
ryestrategy.com,info@ryestrategy.com,B,3,direct,https://www.ryestrategy.com/
sadagaat-usa.org,sadagaat@sadagaat-usa.org,B,3,direct,https://sadagaat-usa.org/contact-us/
safetyculture.com,security@safetyculture.com,A,5,direct,https://safetyculture.com/.well-known/security.txt
safetyculture.com,privacy@safetyculture.com,B,3,direct,https://safetyculture.com/security
safetyculture.com,support@safetyculture.com,B,3,direct,https://safetyculture.com/
saidot.ai,customersupport@saidot.ai,B,3,direct,https://www.saidot.ai/terms
saidot.ai,hello@saidot.ai,B,3,direct,https://www.saidot.ai/
saidot.ai,info@saidot.ai,B,3,direct,https://www.saidot.ai/privacy
saidot.ai,legal@saidot.ai,B,3,direct,https://www.saidot.ai/terms
saidot.ai,sales@saidot.ai,B,3,direct,https://www.saidot.ai/
saleshandy.com,security@saleshandy.com,A,5,direct,https://saleshandy.com/vulnerability-disclosure
saleshandy.com,contribute@saleshandy.com,B,3,direct,https://saleshandy.com/contact
saleshandy.com,dpa@saleshandy.com,B,3,direct,https://saleshandy.com/legal
saleshandy.com,help@saleshandy.com,B,3,direct,https://saleshandy.com/contact
saleshandy.com,privacy@saleshandy.com,B,3,direct,https://saleshandy.com/contact
saleshandy.com,sales@saleshandy.com,B,3,direct,https://saleshandy.com/contact
saleslayer.com,info@saleslayer.com,B,3,direct,https://www.saleslayer.com/
salesmanago.com,security-team@salesmanago.com,A,5,direct,https://www.salesmanago.com/security.txt
samaya.ai,hello@samaya.ai,B,3,direct,https://samaya.ai/
sanity.io,security@sanity.io,A,5,direct,https://www.sanity.io/.well-known/security.txt
sanity.io,dpo@sanity.io,B,3,direct,https://www.sanity.io/contact
saxum.com,info@saxum.com,B,3,direct,https://saxum.com/
scalestack.ai,support@scalestack.ai,B,3,direct,https://scalestack.ai/privacy
schemaapp.com,hello@schemaapp.com,B,3,direct,https://www.schemaapp.com/
schemaapp.com,support@schemaapp.com,B,3,direct,https://www.schemaapp.com/
scienceexchange.com,info@scienceexchange.com,B,3,direct,https://www.scienceexchange.com/
scienceexchange.com,privacy@scienceexchange.com,B,3,direct,https://www.scienceexchange.com/privacy-policy
scientist.com,bd@scientist.com,B,3,direct,https://www.scientist.com/contact
scientist.com,finance.helpdesk@scientist.com,B,3,direct,https://www.scientist.com/contact
scientist.com,marketing@scientist.com,B,3,direct,https://www.scientist.com/contact
scientist.com,suppliers@scientist.com,B,3,direct,https://www.scientist.com/contact
scientist.com,support@scientist.com,B,3,direct,https://www.scientist.com/contact
scripe.io,hello@scripe.io,B,3,direct,https://scripe.io/
scriptsave.com,security-reporting@scriptsave.com,A,5,direct,https://www.scriptsave.com/privacy/
scriptsave.com,customercare@scriptsave.com,B,3,direct,https://www.scriptsave.com/terms/
scriptsave.com,privacy@scriptsave.com,B,3,direct,https://www.scriptsave.com/privacy/
searchatlas.com,security@searchatlas.com,A,5,direct,https://searchatlas.com/.well-known/security.txt
searchatlas.com,legal@searchatlas.com,B,3,direct,https://searchatlas.com/terms-of-use/
searchatlas.com,privacy@searchatlas.com,B,3,direct,https://searchatlas.com/privacy-policy/
searchatlas.com,support@searchatlas.com,B,3,direct,https://searchatlas.com/privacy-policy/
searchinfluence.com,info@searchinfluence.com,B,3,direct,https://www.searchinfluence.com/
searchinfluence.com,info@www.searchinfluence.com,B,3,direct,https://www.searchinfluence.com/contact/
sectionai.com,info@sectionai.com,B,3,direct,https://www.sectionai.com/privacy
securin.io,info@securin.io,B,3,direct,https://www.securin.io/
segmentstream.com,admin@segmentstream.com,B,3,direct,https://segmentstream.com/terms
segmentstream.com,privacy@segmentstream.com,B,3,direct,https://segmentstream.com/privacy
sellerx.com,info@sellerx.com,B,3,direct,https://www.sellerx.com/
sellthru.me,info@sellthru.me,B,3,direct,https://sellthru.me/
seltz.ai,email@seltz.ai,B,3,direct,https://seltz.ai/
seltz.ai,support@seltz.ai,B,3,direct,https://seltz.ai/terms
semactic.com,celine.naveau@semactic.com,B,3,direct,https://semactic.com/en
sendpulse.com,support@sendpulse.com,B,3,direct,https://sendpulse.com/
sendsquared.com,hello@sendsquared.com,B,3,direct,https://sendsquared.com/
seon.io,info@seon.io,B,3,direct,https://seon.io/
seqera.io,security@seqera.io,A,5,direct,https://seqera.io/.well-known/security.txt
seqera.io,marketing@seqera.io,B,3,direct,https://seqera.io/contact-us/
seyna.eu,career@seyna.eu,B,3,direct,https://www.seyna.eu/contact-us
seyna.eu,contact@seyna.eu,B,3,direct,https://www.seyna.eu/contact-us
shakebugs.com,friends@shakebugs.com,B,3,direct,https://www.shakebugs.com/privacy/
shapes.co,support@shapes.co,B,3,direct,https://shapes.co/legal/terms
sharethis.com,access@sharethis.com,B,3,direct,https://sharethis.com/privacy/
sharethis.com,dpo@sharethis.com,B,3,direct,https://sharethis.com/privacy/
sharethis.com,hr@sharethis.com,B,3,direct,https://sharethis.com/contact/
sharethis.com,pr@sharethis.com,B,3,direct,https://sharethis.com/contact/
sharethis.com,privacy@sharethis.com,B,3,direct,https://sharethis.com/contact/
sharethis.com,representative@sharethis.com,B,3,direct,https://sharethis.com/privacy/
sharethis.com,support@sharethis.com,B,3,direct,https://sharethis.com/publisher-terms-of-use/
shipsaving.com,claims@shipsaving.com,B,3,direct,https://www.shipsaving.com/en/terms
shipsaving.com,info@shipsaving.com,B,3,direct,https://www.shipsaving.com/en/terms
shipsaving.com,support@shipsaving.com,B,3,direct,https://www.shipsaving.com/
shoptrade.co,hello@shoptrade.co,B,3,direct,https://shoptrade.co/
shorta.com,legal@shorta.com,B,3,direct,https://www.shorta.com/privacy
shortcut.com,security@shortcut.com,A,5,direct,https://www.shortcut.com/security
shortcut.com,hello@shortcut.com,B,3,direct,https://www.shortcut.com/contact
shortcut.com,press@shortcut.com,B,3,direct,https://www.shortcut.com/contact
shortcut.com,privacy@shortcut.com,B,3,direct,https://www.shortcut.com/privacy
shortcut.com,sales@shortcut.com,B,3,direct,https://www.shortcut.com/contact
shortcut.com,support@shortcut.com,B,3,direct,https://www.shortcut.com/contact
shotstack.io,sales@shotstack.io,B,3,direct,https://shotstack.io/contact/
shotstack.io,support@shotstack.io,B,3,direct,https://shotstack.io/privacy/
sigma.software,info@sigma.software,B,3,direct,https://sigma.software/
silabs.com,feedback@silabs.com,B,3,direct,https://www.silabs.com/
similar.ai,hello@similar.ai,B,3,direct,https://similar.ai/contact-us/
similar.ai,privacy@similar.ai,B,3,direct,https://similar.ai/privacy/
similarweb.com,copyright@similarweb.com,B,3,direct,https://www.similarweb.com:443/corp/legal/terms/
similarweb.com,legal@similarweb.com,B,3,direct,https://www.similarweb.com:443/corp/legal/terms/
similarweb.com,support@similarweb.com,B,3,direct,https://www.similarweb.com:443/corp/legal/terms/
simplero.com,support@simplero.com,B,3,direct,https://simplero.com/contact
singular.net,eran@singular.net,B,3,direct,https://www.singular.net/terms/
singular.net,privacy@singular.net,B,3,direct,https://www.singular.net/terms/
sitebrunch.com,croissant@sitebrunch.com,B,3,direct,https://www.sitebrunch.com/
sitebrunch.com,kontakt@sitebrunch.com,B,3,direct,https://www.sitebrunch.com/
sitebrunch.com,sarah.johnsdorf@sitebrunch.com,B,3,direct,https://www.sitebrunch.com/
sitewise.com,info@sitewise.com,B,3,direct,https://www.sitewise.com/contact/
skillberg.app,contact@skillberg.app,B,3,direct,https://www.skillberg.app/
skillground.com,hello@skillground.com,B,3,direct,https://skillground.com/sv/
skilljar.com,sec_reporting@skilljar.com,A,5,direct,https://www.skilljar.com/security
skilljar.com,legal@skilljar.com,B,3,direct,https://www.skilljar.com/privacy
slateteams.com,hello@slateteams.com,B,3,direct,https://slateteams.com/contact
slateteams.com,support@slateteams.com,B,3,direct,https://slateteams.com/contact
slateteams.com,will@slateteams.com,B,3,direct,https://slateteams.com/terms
sleekplan.com,support@sleekplan.com,B,3,direct,https://sleekplan.com/contact/
slidespeak.co,privacy@slidespeak.co,B,3,direct,https://slidespeak.co/privacy
slidespeak.co,u003eprivacy@slidespeak.co,B,3,direct,https://slidespeak.co/privacy
snapsight.com,cs@snapsight.com,B,3,direct,https://www.snapsight.com:443/en/
snowfox.ai,privacy@snowfox.ai,B,3,direct,https://www.snowfox.ai/privacy/
socialchamp.com,hello@socialchamp.com,B,3,direct,https://www.socialchamp.com/.well-known/security.txt
socialinsider.io,security@socialinsider.io,A,5,direct,https://www.socialinsider.io/vulnerability-disclosure
socialinsider.io,contact@socialinsider.io,B,3,direct,https://www.socialinsider.io/
socialinsider.io,privacy@socialinsider.io,B,3,direct,https://www.socialinsider.io/privacy
socialpilot.co,privacy@socialpilot.co,B,3,direct,https://www.socialpilot.co/privacy-policy
socialpilot.co,support@socialpilot.co,B,3,direct,https://www.socialpilot.co/terms
socialtip.io,brands@socialtip.io,B,3,direct,https://socialtip.io/en-us/contact/
socialtip.io,hello@socialtip.io,B,3,direct,https://socialtip.io/brand-terms
socket.dev,security@socket.dev,A,5,direct,https://socket.dev/.well-known/security.txt
soclecollections.com,contact@soclecollections.com,B,3,direct,https://www.soclecollections.com/
sodagift.com,support@sodagift.com,B,3,direct,https://sodagift.com/en
sopro.io,dpo@sopro.io,B,3,direct,https://sopro.io/legal/
sopro.io,heather.hayward@sopro.io,B,3,direct,https://sopro.io/company/contact-us/
sopro.io,monika@sopro.io,B,3,direct,https://sopro.io/company/contact-us/
sopro.io,monikap@sopro.io,B,3,direct,https://sopro.io/company/contact-us/
sopro.io,rob@sopro.io,B,3,direct,https://sopro.io/company/contact-us/
sopro.io,ryan@sopro.io,B,3,direct,https://sopro.io/company/contact-us/
sopro.io,sales@sopro.io,B,3,direct,https://sopro.io/
sopro.io,steve@sopro.io,B,3,direct,https://sopro.io/company/contact-us/
sopro.io,tatjana.manojlovska@sopro.io,B,3,direct,https://sopro.io/company/contact-us/
sopro.io,victoria.heyward@sopro.io,B,3,direct,https://sopro.io/company/contact-us/
soundcharts.com,contact@soundcharts.com,B,3,direct,https://soundcharts.com/en/
spacegoats.io,info@spacegoats.io,B,3,direct,https://spacegoats.io/
spaik.io,info@spaik.io,B,3,direct,https://www.spaik.io/
spaik.io,thijs@spaik.io,B,3,direct,https://www.spaik.io/
sparkloop.app,legal@sparkloop.app,B,3,direct,https://sparkloop.app/policies/terms
sparkloop.app,support@sparkloop.app,B,3,direct,https://sparkloop.app/
sparktoro.com,security@sparktoro.com,A,5,direct,https://sparktoro.com/policies/privacy
sparktoro.com,privacy@sparktoro.com,B,3,direct,https://sparktoro.com/policies/privacy
sparktoro.com,support@sparktoro.com,B,3,direct,https://sparktoro.com/
speakeasymarketinginc.com,support@speakeasymarketinginc.com,B,3,direct,https://www.speakeasymarketinginc.com/
speakeasymarketinginc.com,u003esupport@speakeasymarketinginc.com,B,3,direct,https://www.speakeasymarketinginc.com/contact-us
speero.com,info@speero.com,B,3,direct,https://speero.com/
spekit.co,security@spekit.co,A,5,direct,https://www.spekit.com/legal/privacy-policy
spekit.co,privacy@spekit.co,B,3,direct,https://www.spekit.com/legal/privacy-policy
spekit.co,support@spekit.co,B,3,direct,https://www.spekit.com/about-us
sphereinsight.com,hi@sphereinsight.com,B,3,direct,https://www.sphereinsight.com/
sphereinsight.com,sales@sphereinsight.com,B,3,direct,https://www.sphereinsight.com/
sphereinsight.com,support@sphereinsight.com,B,3,direct,https://www.sphereinsight.com/privacy-policy
spike.digital,hello@spike.digital,B,3,direct,https://spike.digital/
spinach.ai,support@spinach.ai,B,3,direct,https://www.spinach.ai/contact
spinify.com,info@spinify.com,B,3,direct,https://spinify.com/privacy-policy/
spinify.com,support@spinify.com,B,3,direct,https://spinify.com/
spoonity.com,sales@spoonity.com,B,3,direct,https://www.spoonity.com/
spoonity.com,support@spoonity.com,B,3,direct,https://www.spoonity.com/
spott.io,info@spott.io,B,3,direct,https://spott.io/terms-and-conditions
spott.io,legal@spott.io,B,3,direct,https://spott.io/privacy-policy
spredo.io,gm@spredo.io,B,3,direct,https://www.spredo.io/
